processo,perda,condenacao,previsto_melhor,previsto_motor_atual
6781273-66.2025.8.06.1367,0,0.00,679.15,672.24
5737557-75.2025.8.04.6013,1,19063.00,16388.40,16388.13
7514337-82.2025.8.26.3021,0,0.00,3784.89,3703.95
7111639-60.2025.8.07.9909,0,0.00,3326.94,3318.20
4873972-96.2025.8.04.9194,1,17876.85,13371.14,13384.40
5837462-23.2025.8.06.9161,0,0.00,463.90,466.50
2287872-74.2025.8.16.1283,0,0.00,345.29,341.74
9539345-35.2025.8.08.1944,0,0.00,516.45,518.89
1342667-48.2025.8.10.3761,0,0.00,887.46,878.89
3131447-26.2025.8.18.9223,0,0.00,1246.62,1203.43
7714644-27.2025.8.07.0961,0,0.00,4846.61,4963.81
2730695-96.2025.8.05.3649,1,18287.45,9214.45,9188.89
6229412-77.2025.8.27.2926,0,0.00,60.33,60.08
6489394-53.2025.8.10.5584,0,0.00,1954.66,1963.66
3241712-90.2025.8.22.1838,0,0.00,391.14,393.50
2646609-58.2025.8.13.9030,0,0.00,442.78,447.08
5695189-89.2025.8.03.2541,0,0.00,7619.72,7553.06
5867346-86.2025.8.26.0955,1,14663.66,13040.99,13033.47
9976092-60.2025.8.04.3682,0,0.00,2583.38,2593.64
1445486-76.2025.8.12.8913,0,0.00,208.98,210.04
3214483-79.2025.8.11.1508,0,0.00,432.13,434.37
5447074-02.2025.8.08.5208,0,0.00,2005.57,1997.33
1615015-84.2025.8.25.5378,1,10841.45,9135.16,9132.33
9205926-06.2025.8.02.3852,1,9600.37,7753.93,7753.17
8800587-51.2025.8.05.8146,1,4674.97,5268.06,5268.90
2100666-61.2025.8.02.5496,0,0.00,6599.53,6785.48
2354747-35.2025.8.17.5174,1,12436.49,9088.13,9235.55
1884232-59.2025.8.04.6211,0,0.00,950.31,955.51
1175981-98.2025.8.06.5613,0,0.00,433.47,438.67
9873670-28.2025.8.02.4562,0,0.00,392.72,378.14
6612986-20.2025.8.18.1665,0,0.00,2223.79,2322.50
7936143-89.2025.8.15.4854,1,3943.60,6807.42,6805.98
3584786-70.2025.8.26.1171,0,0.00,448.26,450.36
5247086-44.2025.8.04.8725,0,0.00,7922.44,7946.08
3174564-07.2025.8.18.6221,0,0.00,327.99,329.69
5109128-40.2025.8.10.2848,0,0.00,927.50,922.58
4185298-59.2025.8.13.5286,0,0.00,7464.21,7364.23
1951754-50.2025.8.08.9146,0,0.00,216.94,217.46
2744895-17.2025.8.04.3301,0,0.00,1331.73,1326.47
7193530-17.2025.8.21.1613,1,5384.66,7347.47,7348.33
3923126-13.2025.8.07.9143,1,16797.68,12455.40,12463.72
2540710-52.2025.8.14.9085,0,0.00,305.42,320.76
4650184-10.2025.8.24.1546,0,0.00,435.32,433.44
5094767-96.2025.8.17.7992,1,9495.59,8312.26,8312.28
7159385-05.2025.8.15.1201,0,0.00,480.58,478.22
2322639-07.2025.8.06.6934,1,12475.00,8819.22,8841.37
2289287-86.2025.8.12.2358,0,0.00,94.55,93.92
4506816-41.2025.8.10.7793,0,0.00,427.79,429.98
3224281-55.2025.8.07.0594,0,0.00,4317.47,4328.20
9684649-96.2025.8.02.9162,1,9889.48,240.37,243.43
1939709-05.2025.8.25.6633,1,6221.56,1905.17,1914.18
5177597-36.2025.8.26.5414,1,9063.23,10352.33,10327.61
5854119-34.2025.8.13.3101,1,7064.95,3958.01,4006.03
7739169-58.2025.8.01.5257,0,0.00,499.39,504.69
8841460-01.2025.8.25.6785,0,0.00,1772.49,1718.27
4615323-04.2025.8.03.7554,0,0.00,5071.91,4985.02
4599802-70.2025.8.10.1798,0,0.00,3314.91,3416.37
7731198-02.2025.8.02.0026,0,0.00,177.51,178.53
7180658-99.2025.8.07.1066,1,21716.65,8455.59,8344.23
3551552-72.2025.8.21.2050,0,0.00,976.47,971.21
1247434-63.2025.8.27.4656,0,0.00,206.76,222.61
2341838-49.2025.8.13.8700,0,0.00,9795.15,9788.56
9407440-92.2025.8.19.7396,0,0.00,605.70,608.80
1912338-60.2025.8.27.7394,0,0.00,4486.77,4518.00
9360706-73.2025.8.06.2209,0,0.00,314.50,318.28
5350311-25.2025.8.20.3593,0,0.00,440.69,446.06
2006029-98.2025.8.08.3976,0,0.00,10691.98,10680.06
4805318-40.2025.8.15.4987,0,0.00,4644.61,4633.34
8221658-56.2025.8.27.3327,0,0.00,120.32,115.51
6909097-63.2025.8.01.9374,0,0.00,241.13,243.68
3457712-11.2025.8.04.8056,0,0.00,456.33,454.63
2895087-10.2025.8.20.9065,0,0.00,476.58,475.35
3982904-62.2025.8.10.1814,0,0.00,53.62,53.91
6832823-57.2025.8.05.5733,0,0.00,1163.77,1157.41
4614694-17.2025.8.09.8446,1,2172.51,2345.56,2346.17
5153594-05.2025.8.11.6671,1,23018.53,1647.17,1650.67
2617674-26.2025.8.17.5453,1,13081.58,10324.34,10347.45
6361685-59.2025.8.11.6226,0,0.00,162.84,163.61
9508035-87.2025.8.25.3081,0,0.00,622.73,625.82
9775918-88.2025.8.16.6086,0,0.00,6950.24,6990.73
1180988-65.2025.8.14.8670,0,0.00,401.96,406.53
9862719-78.2025.8.07.1301,0,0.00,795.38,837.33
9960987-66.2025.8.04.0949,1,19954.45,13068.04,12817.65
8843357-80.2025.8.26.5074,0,0.00,471.37,472.45
1816108-92.2025.8.16.5039,0,0.00,5574.55,5593.10
3818228-60.2025.8.13.0674,0,0.00,5687.10,5693.30
1952651-13.2025.8.17.9035,0,0.00,9231.50,9228.59
3190284-45.2025.8.27.2598,1,15564.74,13271.30,13257.70
9329744-66.2025.8.12.8169,0,0.00,1225.11,1254.77
9074740-35.2025.8.02.8038,0,0.00,415.00,414.12
6471317-09.2025.8.27.4871,0,0.00,633.11,629.70
5481122-37.2025.8.05.1530,0,0.00,269.69,259.38
6337004-40.2025.8.08.0530,0,0.00,434.30,410.67
1309811-72.2025.8.08.0776,0,0.00,2202.55,2211.24
1166955-68.2025.8.07.4227,0,0.00,320.74,322.43
1995687-68.2025.8.20.9820,0,0.00,485.93,484.12
8919244-34.2025.8.26.0102,0,0.00,134.01,134.64
5354398-48.2025.8.10.5040,0,0.00,556.51,559.77
3492870-78.2025.8.05.9842,1,11361.42,9324.76,9325.11
1308912-66.2025.8.06.8023,0,0.00,440.17,445.46
5214005-04.2025.8.07.4193,0,0.00,372.36,376.78
1699039-28.2025.8.25.9216,0,0.00,186.06,185.32
4021697-15.2025.8.11.4304,0,0.00,383.27,378.16
4282067-19.2025.8.10.7139,0,0.00,7072.43,7061.70
6408917-41.2025.8.08.7255,0,0.00,4482.97,4422.03
5218943-57.2025.8.02.7447,0,0.00,108.37,108.96
5295259-15.2025.8.15.8605,0,0.00,4915.74,4904.77
9307226-89.2025.8.19.4685,0,0.00,696.04,693.25
8520925-77.2025.8.03.0862,1,5796.33,5031.97,5030.67
3011356-55.2025.8.06.6756,0,0.00,546.19,549.26
1064902-75.2025.8.10.7987,0,0.00,136.72,136.25
8925116-39.2025.8.06.7965,0,0.00,133.54,133.18
8381368-46.2025.8.08.4781,0,0.00,598.73,604.59
5021753-39.2025.8.08.4839,1,12813.63,7948.46,7967.37
5520165-52.2025.8.16.8432,0,0.00,263.36,264.82
5853845-35.2025.8.27.6156,1,7777.76,1515.50,1510.81
7169907-47.2025.8.04.6212,0,0.00,4128.63,4109.36
7578950-49.2025.8.07.8686,0,0.00,167.10,160.60
8075717-20.2025.8.14.5937,0,0.00,130.31,130.99
4340537-01.2025.8.17.8350,0,0.00,800.78,771.22
8938823-60.2025.8.26.7870,0,0.00,474.53,461.37
7856388-65.2025.8.15.8061,1,19289.81,12954.95,12918.36
4929967-18.2025.8.04.2383,1,13577.10,9417.97,9333.05
4028087-74.2025.8.05.7952,0,0.00,133.01,134.67
6744389-48.2025.8.19.2055,1,21492.94,16286.76,16286.29
7885098-06.2025.8.09.5417,1,10941.99,1828.49,1870.97
8072998-95.2025.8.07.9277,1,12901.81,213.44,225.26
3199201-41.2025.8.05.1542,0,0.00,280.63,279.32
6999345-24.2025.8.01.4063,1,11543.00,7391.54,7398.43
9460589-11.2025.8.02.8655,0,0.00,72.05,71.88
7201540-95.2025.8.27.8549,1,9333.49,8245.78,8248.21
5637002-27.2025.8.11.9690,1,6036.10,5989.37,5990.55
3747199-65.2025.8.20.5754,0,0.00,1501.08,1495.02
9458263-74.2025.8.10.9216,0,0.00,2032.61,1977.07
4347719-92.2025.8.11.7803,0,0.00,240.72,241.91
9991745-70.2025.8.07.3952,0,0.00,879.72,876.87
4564071-20.2025.8.24.0030,0,0.00,463.93,461.65
7532440-13.2025.8.25.5315,0,0.00,8499.91,8510.95
5448301-81.2025.8.26.3979,0,0.00,201.11,202.14
7499186-82.2025.8.11.6639,0,0.00,2468.37,2449.46
7250700-81.2025.8.11.8487,1,16344.19,12350.08,12349.37
6525043-67.2025.8.16.8345,0,0.00,312.28,313.93
4674457-57.2025.8.02.3263,0,0.00,416.56,418.80
3586189-57.2025.8.19.8670,0,0.00,178.83,177.53
8111184-34.2025.8.26.4272,0,0.00,190.58,191.02
2697390-14.2025.8.16.6914,0,0.00,222.26,216.32
1391987-67.2025.8.26.1966,0,0.00,218.01,229.40
4312334-11.2025.8.10.9861,0,0.00,550.54,548.81
8861159-39.2025.8.26.9518,1,9027.51,8223.62,8222.91
4446267-14.2025.8.08.6760,1,9957.31,5890.82,5878.75
2265560-88.2025.8.11.8252,0,0.00,76.36,76.76
2211652-30.2025.8.07.0599,1,16336.13,6906.69,6898.76
5752731-38.2025.8.14.9569,0,0.00,1472.17,1479.27
8565802-96.2025.8.03.3369,1,15018.26,13236.15,13245.65
9011882-40.2025.8.24.6816,1,7571.29,5686.59,5699.06
9291044-24.2025.8.16.5900,0,0.00,377.63,387.32
8831807-09.2025.8.17.1091,0,0.00,880.15,879.37
8176549-59.2025.8.19.2200,0,0.00,588.48,571.89
8028136-66.2025.8.20.5868,0,0.00,268.66,269.99
9839876-93.2025.8.15.4212,1,15327.58,13709.69,13700.53
3751504-53.2025.8.09.1862,1,11344.65,9077.77,9067.04
3192842-47.2025.8.18.4131,0,0.00,438.86,426.22
9539422-34.2025.8.03.3674,0,0.00,10835.37,10771.01
2559547-92.2025.8.12.0889,1,13654.26,6727.10,6821.84
8491052-74.2025.8.06.6610,0,0.00,4124.16,4199.33
6826129-62.2025.8.15.7607,0,0.00,361.96,359.09
7331950-87.2025.8.01.6935,0,0.00,1581.05,1502.57
8841038-75.2025.8.19.1553,0,0.00,10369.72,10357.27
5969806-49.2025.8.03.1881,0,0.00,4202.74,4219.23
9930250-95.2025.8.13.1486,1,8941.83,7048.55,7043.81
6373950-53.2025.8.19.1141,0,0.00,749.77,746.36
7507875-55.2025.8.20.1277,0,0.00,433.80,456.81
7456801-49.2025.8.05.1856,0,0.00,6898.69,6714.52
6437016-03.2025.8.05.0133,1,13358.18,11926.99,11940.82
9771026-26.2025.8.09.3261,0,0.00,2136.88,2127.82
8978464-68.2025.8.15.0574,0,0.00,1296.43,1289.23
9099077-59.2025.8.03.7349,1,8941.03,8103.74,8111.70
8490366-38.2025.8.24.3161,0,0.00,947.79,943.70
7547321-65.2025.8.01.8485,0,0.00,488.60,486.56
3549444-50.2025.8.07.9513,0,0.00,545.50,548.59
2661948-02.2025.8.11.8431,0,0.00,496.50,477.36
8144552-12.2025.8.02.4455,1,9042.90,9432.10,9425.22
3908060-05.2025.8.13.4807,0,0.00,491.91,486.90
4211200-15.2025.8.09.0931,0,0.00,613.57,607.48
5699949-31.2025.8.16.6042,0,0.00,2857.32,2794.03
8715317-20.2025.8.17.7239,0,0.00,475.41,451.00
5084287-46.2025.8.17.9973,0,0.00,799.35,841.91
3893329-41.2025.8.09.3360,0,0.00,1690.33,1683.17
5334093-47.2025.8.01.3884,0,0.00,475.48,462.96
5518754-86.2025.8.08.8994,0,0.00,432.79,428.28
3937347-95.2025.8.13.5342,1,9966.47,5765.97,5779.97
6174406-91.2025.8.07.8422,0,0.00,4407.08,4399.29
9392160-42.2025.8.19.8633,1,7346.76,6661.14,6627.29
6216835-74.2025.8.09.4158,1,18947.46,8936.57,8957.47
6770589-39.2025.8.21.8672,0,0.00,324.90,328.57
2347457-80.2025.8.19.2822,1,9196.84,6449.38,6448.39
2862479-22.2025.8.06.6254,0,0.00,164.02,164.99
8484955-77.2025.8.04.3713,1,10158.32,8079.15,8091.23
5230021-07.2025.8.04.4371,1,7238.47,6361.49,6435.57
7353795-13.2025.8.14.1582,1,9086.46,10962.81,10952.16
2002968-06.2025.8.19.2371,0,0.00,159.12,157.50
7040030-55.2025.8.15.6715,0,0.00,515.65,501.16
2402472-81.2025.8.12.5576,1,17160.21,4867.37,4881.30
6729928-92.2025.8.25.5445,0,0.00,869.84,866.75
4465872-40.2025.8.18.5841,0,0.00,986.71,972.80
3259070-65.2025.8.24.9470,0,0.00,333.39,335.25
9569717-50.2025.8.21.6128,0,0.00,1769.28,1744.51
6364273-81.2025.8.02.5504,0,0.00,160.53,165.01
4559054-24.2025.8.22.5982,0,0.00,321.44,320.34
4850634-50.2025.8.22.8052,0,0.00,1130.25,1135.87
7582894-58.2025.8.03.8845,1,5962.18,5145.17,5142.55
9639354-90.2025.8.26.6684,0,0.00,161.22,161.59
3844261-37.2025.8.22.6140,0,0.00,2414.58,2468.62
1245012-58.2025.8.05.5445,0,0.00,817.00,826.48
5461661-42.2025.8.21.7854,0,0.00,685.30,691.73
3934154-94.2025.8.01.9881,1,5494.64,6750.16,6725.93
1033557-83.2025.8.07.7538,1,8358.47,13651.50,13644.11
1037428-52.2025.8.27.6173,1,9930.34,7002.74,7026.96
4558811-23.2025.8.10.7212,1,5478.79,11975.48,11984.11
1565842-63.2025.8.13.0096,0,0.00,77.65,74.45
8574944-93.2025.8.22.7426,0,0.00,13364.00,13373.71
8577781-79.2025.8.03.3958,1,13217.65,12447.70,12471.44
6814643-06.2025.8.17.1613,0,0.00,139.21,139.62
1054038-39.2025.8.03.9242,0,0.00,979.27,984.10
8774778-95.2025.8.11.9882,0,0.00,3751.24,3911.52
9448732-05.2025.8.20.4993,0,0.00,650.41,653.62
8044229-16.2025.8.16.0755,0,0.00,393.28,387.87
7180762-69.2025.8.08.0456,1,4578.90,1450.25,1415.54
2343172-94.2025.8.03.9095,1,8597.37,6232.78,6167.51
9895371-87.2025.8.04.5256,0,0.00,4386.04,4372.48
2273335-27.2025.8.27.9322,0,0.00,373.65,372.71
5696550-16.2025.8.02.6821,0,0.00,2152.11,2100.45
3009073-75.2025.8.20.2565,0,0.00,420.17,397.32
3844239-69.2025.8.25.8575,0,0.00,220.82,221.98
8310825-84.2025.8.11.8116,1,4644.41,4992.91,4961.55
5961159-45.2025.8.13.7569,0,0.00,921.17,925.24
5119208-87.2025.8.11.6407,0,0.00,406.97,402.65
4650272-90.2025.8.03.6251,0,0.00,7784.92,7739.46
3565306-27.2025.8.17.1417,0,0.00,3661.44,3657.83
8937799-79.2025.8.26.3177,1,13301.77,6239.58,6210.23
2228879-61.2025.8.06.0819,0,0.00,373.24,371.91
2112656-76.2025.8.26.0734,0,0.00,339.82,337.89
8443035-38.2025.8.27.7887,0,0.00,2911.67,2855.42
3693313-78.2025.8.24.6560,0,0.00,1574.19,1581.85
7263580-03.2025.8.26.7286,0,0.00,165.66,156.50
4920371-67.2025.8.24.5790,1,15768.30,10559.64,10691.31
9961173-49.2025.8.25.7010,0,0.00,525.16,518.18
8064703-14.2025.8.04.5024,0,0.00,1379.23,1414.31
7018593-24.2025.8.27.3058,0,0.00,138.24,137.95
2660253-21.2025.8.02.3889,0,0.00,574.14,577.23
9007675-16.2025.8.18.4239,0,0.00,936.47,946.72
7743600-72.2025.8.05.0053,0,0.00,257.81,259.20
9273988-58.2025.8.24.2586,0,0.00,2629.59,2618.79
1405292-92.2025.8.15.8811,0,0.00,549.37,552.52
3546307-95.2025.8.05.6569,0,0.00,2613.37,2619.04
6265382-86.2025.8.25.6960,1,13287.41,10247.67,10253.81
7687976-06.2025.8.04.8673,0,0.00,12969.25,13224.78
6848028-86.2025.8.11.3910,1,5286.89,6740.01,6731.50
4670259-57.2025.8.27.4997,0,0.00,108.78,114.74
9211783-64.2025.8.27.0201,1,6661.05,333.52,335.19
2297836-30.2025.8.08.4043,0,0.00,131.75,124.39
9905728-61.2025.8.21.4701,0,0.00,12029.01,12044.58
1499983-24.2025.8.14.6003,0,0.00,1596.36,1701.49
3807554-41.2025.8.20.0178,1,13116.70,8519.16,8511.25
7334444-46.2025.8.08.9747,1,7255.67,10907.14,10907.52
9767071-64.2025.8.22.0792,1,9261.75,3706.69,3698.50
6544045-72.2025.8.25.3305,0,0.00,1193.79,1189.47
8440274-48.2025.8.05.1594,1,6549.14,8942.79,8936.89
2881148-43.2025.8.24.2018,0,0.00,9603.27,9592.53
5475561-45.2025.8.16.8398,0,0.00,143.93,145.56
5574102-48.2025.8.21.0465,0,0.00,461.84,455.83
9693606-79.2025.8.21.4061,0,0.00,94.51,93.89
3963674-87.2025.8.26.1960,0,0.00,6979.87,6878.04
2089603-06.2025.8.12.9570,1,4403.03,2435.97,2431.33
3835183-19.2025.8.27.9237,0,0.00,1426.17,1432.53
8679166-78.2025.8.05.5150,0,0.00,12396.55,12428.15
2431406-38.2025.8.27.0312,0,0.00,614.93,592.50
5515446-06.2025.8.04.3915,0,0.00,1520.13,1589.22
9793345-09.2025.8.05.4385,0,0.00,806.23,810.38
2573014-37.2025.8.13.2227,0,0.00,1260.06,1271.67
2433091-43.2025.8.21.2533,0,0.00,7325.30,7217.61
2483222-12.2025.8.19.4661,0,0.00,132.98,132.46
7520923-35.2025.8.12.3002,0,0.00,200.03,197.89
5314370-42.2025.8.05.7411,0,0.00,904.03,914.52
1778296-49.2025.8.21.2846,0,0.00,799.27,796.64
5203797-89.2025.8.12.1519,0,0.00,459.87,457.62
8755974-25.2025.8.09.0031,0,0.00,332.42,330.79
1939990-45.2025.8.25.4847,1,9984.34,7540.78,7387.98
6879737-92.2025.8.26.0987,0,0.00,289.88,288.56
8507394-77.2025.8.19.3206,0,0.00,4718.38,4703.98
4436960-70.2025.8.02.7271,0,0.00,629.60,623.45
3884398-03.2025.8.17.8780,0,0.00,2126.22,2139.34
8989401-37.2025.8.07.7596,1,9995.57,2121.12,2245.78
8183888-95.2025.8.08.7494,0,0.00,772.08,773.74
5960924-07.2025.8.11.3133,0,0.00,2206.40,2216.76
8379909-24.2025.8.14.8297,0,0.00,115.42,116.71
3501803-34.2025.8.06.8262,0,0.00,232.87,235.67
9351974-36.2025.8.21.4058,1,9783.70,8039.49,8040.50
9304215-87.2025.8.13.5579,0,0.00,140.21,139.66
4394740-53.2025.8.25.7295,1,19021.70,16767.38,16784.33
9043509-52.2025.8.03.1173,0,0.00,1082.71,1110.12
2559474-35.2025.8.03.6078,1,9547.39,7089.35,7101.38
3536118-48.2025.8.06.1543,0,0.00,1430.74,1424.31
1998920-10.2025.8.15.0084,0,0.00,9661.90,9645.40
6227446-81.2025.8.13.3320,0,0.00,368.60,387.21
8743197-64.2025.8.26.0435,0,0.00,304.11,302.80
4211641-48.2025.8.26.6682,0,0.00,144.00,145.51
2990564-81.2025.8.18.4305,0,0.00,491.53,472.26
7302370-36.2025.8.24.1312,1,6112.56,4366.32,4378.74
3294882-57.2025.8.26.3555,0,0.00,224.70,225.76
8616619-35.2025.8.16.4498,0,0.00,441.31,438.31
8041747-30.2025.8.05.4350,0,0.00,219.05,221.87
1463187-76.2025.8.07.4037,1,12681.43,9388.81,9399.90
2314849-75.2025.8.07.3150,1,11376.66,4301.95,4261.70
2223220-20.2025.8.17.0522,0,0.00,688.32,662.92
4367120-42.2025.8.12.2774,0,0.00,187.76,179.82
3300999-64.2025.8.08.1844,0,0.00,1294.65,1299.96
9187158-95.2025.8.03.5102,1,11276.20,7054.84,7080.79
5141212-05.2025.8.14.8960,1,8150.26,7244.71,7264.82
5886185-23.2025.8.08.1544,0,0.00,755.48,808.68
8775592-55.2025.8.05.4196,1,10051.60,9080.96,9134.42
2479955-08.2025.8.18.6272,0,0.00,7524.06,7515.29
1181315-19.2025.8.02.3324,0,0.00,6686.91,6829.93
2139966-44.2025.8.04.4054,1,12753.72,11107.60,11093.81
7663595-81.2025.8.14.7200,0,0.00,4365.55,4298.14
8804450-57.2025.8.17.4151,1,5698.30,1531.96,1490.54
9344304-04.2025.8.12.7277,0,0.00,6691.73,6700.48
4143485-30.2025.8.16.5551,0,0.00,1315.99,1310.89
4807155-35.2025.8.19.9515,1,6427.75,7729.78,7728.78
1991913-66.2025.8.02.1720,0,0.00,131.39,131.74
8060216-23.2025.8.08.3965,1,7892.11,4812.14,4681.80
4819802-23.2025.8.15.6365,0,0.00,632.07,638.60
9696609-56.2025.8.20.3894,0,0.00,153.74,155.64
2782384-03.2025.8.13.7938,0,0.00,164.12,165.91
5576848-80.2025.8.20.8209,0,0.00,180.64,178.73
8738043-96.2025.8.02.2755,0,0.00,236.12,239.13
7043234-22.2025.8.10.9171,1,5903.62,315.60,313.96
3824239-91.2025.8.05.8041,1,18184.13,12444.55,12375.65
9072816-23.2025.8.20.9547,1,11242.93,8847.29,8848.05
9517306-33.2025.8.11.4461,0,0.00,293.36,294.74
8543773-69.2025.8.22.4779,0,0.00,616.40,661.18
5610781-29.2025.8.08.8097,0,0.00,1008.41,1001.36
4830196-32.2025.8.24.6827,1,10464.66,9305.29,9307.97
8365015-01.2025.8.07.6748,0,0.00,429.92,432.17
6324604-80.2025.8.15.3361,0,0.00,627.81,631.41
5467776-61.2025.8.16.1014,0,0.00,169.29,168.22
8954964-23.2025.8.21.9441,1,14334.59,10171.98,10181.93
7766375-83.2025.8.10.5604,1,6482.97,5825.49,5831.01
3606878-34.2025.8.19.0739,0,0.00,449.95,481.19
1570985-10.2025.8.14.2843,0,0.00,2260.62,2234.03
3348485-20.2025.8.18.0464,0,0.00,1258.51,1264.81
9368852-99.2025.8.04.3095,1,15029.77,12703.82,12719.29
6803900-99.2025.8.13.3428,0,0.00,125.82,126.44
9724590-85.2025.8.06.9907,0,0.00,1026.19,1023.00
4456659-33.2025.8.13.8903,0,0.00,1340.01,1332.54
3983107-38.2025.8.08.2209,0,0.00,7358.45,7262.14
3599726-62.2025.8.13.6055,0,0.00,1091.22,1093.34
5991399-96.2025.8.17.4618,0,0.00,139.68,139.57
7940289-09.2025.8.14.7421,0,0.00,630.54,633.70
3821030-98.2025.8.13.2852,0,0.00,315.05,318.11
8298171-37.2025.8.17.5323,0,0.00,481.65,480.28
6326735-45.2025.8.11.4484,0,0.00,1850.05,1962.00
2377948-88.2025.8.02.2009,1,5320.73,8451.37,8453.05
2823345-60.2025.8.09.0453,1,4959.55,3434.41,3432.39
9339389-81.2025.8.06.0554,0,0.00,5894.98,5909.37
7481553-43.2025.8.14.2544,1,2431.51,2498.63,2506.20
6860463-83.2025.8.11.4390,1,10762.93,9865.25,9941.73
3358958-86.2025.8.10.5204,0,0.00,501.17,507.18
9146271-66.2025.8.11.6549,1,7220.69,9273.37,9271.10
2619268-62.2025.8.05.6479,1,13283.53,8707.54,8607.29
8801497-00.2025.8.13.0751,0,0.00,654.51,651.71
4250353-38.2025.8.04.1799,1,8311.35,8733.07,8731.53
8212813-48.2025.8.08.3182,1,12356.74,10309.96,10289.20
6607268-36.2025.8.18.0303,1,8388.06,7339.92,7450.31
6595210-56.2025.8.10.8980,0,0.00,236.00,235.00
7251353-77.2025.8.14.3292,0,0.00,522.06,560.17
9143878-03.2025.8.02.7115,1,23484.12,14604.42,14621.11
9374042-92.2025.8.18.4135,0,0.00,586.19,570.53
3994687-70.2025.8.08.3065,0,0.00,769.27,749.96
8749808-64.2025.8.01.0531,1,17029.08,2178.96,2171.37
5145604-94.2025.8.16.3478,0,0.00,365.59,363.29
3078866-92.2025.8.07.5844,0,0.00,518.45,516.18
7394889-15.2025.8.11.4539,0,0.00,300.08,301.64
6472397-72.2025.8.11.7446,0,0.00,113.95,113.48
5549708-43.2025.8.21.2241,1,3446.70,2475.59,2471.33
4060339-69.2025.8.21.8776,0,0.00,5188.89,5181.61
2827872-18.2025.8.05.3895,0,0.00,321.41,323.15
5739467-03.2025.8.13.2020,1,10452.66,8334.91,8335.30
3782086-42.2025.8.16.0350,0,0.00,421.79,404.44
6520393-97.2025.8.02.0531,0,0.00,844.46,841.47
6468959-72.2025.8.02.8506,1,20065.58,11204.51,11196.34
3275799-65.2025.8.04.7361,0,0.00,1042.82,1052.90
8571083-35.2025.8.14.2294,1,9431.11,11333.33,11321.55
9179732-62.2025.8.15.0146,0,0.00,188.59,198.84
1832115-16.2025.8.18.0711,1,1015.13,1338.23,1319.61
9294968-06.2025.8.27.7992,0,0.00,365.35,369.47
1511888-41.2025.8.10.3011,1,13822.05,8137.98,8135.47
6559237-73.2025.8.17.5954,1,13514.30,11883.51,11884.04
4894096-31.2025.8.17.6709,1,16765.18,12240.57,12240.06
6028695-96.2025.8.11.7151,1,12737.68,1263.06,1268.96
5376257-66.2025.8.22.3798,0,0.00,8316.35,8291.78
9375626-83.2025.8.16.5677,1,23647.74,12889.65,12851.62
2517053-82.2025.8.04.9226,1,13261.47,13609.38,13622.19
6077151-60.2025.8.03.8294,1,14262.38,15342.84,15351.87
3516835-06.2025.8.04.5166,0,0.00,583.12,586.27
5032783-07.2025.8.11.7585,0,0.00,163.17,167.62
7399269-97.2025.8.12.0557,0,0.00,117.88,126.58
2525648-39.2025.8.01.1753,0,0.00,135.94,136.66
5771981-92.2025.8.16.6938,0,0.00,475.37,480.42
2938724-71.2025.8.21.3858,0,0.00,868.19,844.74
2636145-12.2025.8.03.4162,0,0.00,1910.26,1933.24
7301541-22.2025.8.07.7089,1,5266.89,7010.46,7005.91
2067538-63.2025.8.21.3132,1,10394.50,7157.25,7173.61
4940509-84.2025.8.03.1482,1,18512.13,17080.50,17075.83
1429416-96.2025.8.18.6864,0,0.00,184.78,183.31
9505833-33.2025.8.13.6655,0,0.00,3358.79,3386.70
6164937-48.2025.8.24.8487,0,0.00,1077.87,1149.32
4644768-72.2025.8.27.5029,0,0.00,1203.02,1262.20
2397246-49.2025.8.12.4058,0,0.00,1054.65,1047.31
5848968-10.2025.8.08.7569,0,0.00,306.63,304.89
7937733-69.2025.8.20.0168,0,0.00,80.04,77.88
7769832-46.2025.8.04.7242,0,0.00,7630.62,7511.48
7935542-93.2025.8.13.9911,1,2413.65,2614.12,2611.97
5664448-28.2025.8.20.0141,0,0.00,256.56,270.64
4953454-36.2025.8.11.3833,1,8520.19,6861.31,6871.11
3594236-56.2025.8.22.2866,0,0.00,910.62,906.00
8310658-15.2025.8.25.1790,0,0.00,501.99,504.38
3650894-12.2025.8.22.7351,0,0.00,237.81,240.41
5839544-62.2025.8.05.2168,0,0.00,530.60,533.28
7404113-89.2025.8.02.6041,0,0.00,1813.65,1833.90
1632762-13.2025.8.11.5436,0,0.00,1335.79,1342.02
6622668-10.2025.8.02.0682,0,0.00,9738.59,9751.18
7404876-83.2025.8.14.9730,0,0.00,651.38,633.15
4912190-94.2025.8.09.7299,0,0.00,1233.61,1228.27
3583837-26.2025.8.13.1491,0,0.00,1102.72,1096.48
4944184-60.2025.8.15.8292,0,0.00,223.12,221.45
1425900-23.2025.8.16.1739,0,0.00,360.18,386.33
5050765-32.2025.8.06.7839,0,0.00,332.23,336.54
8518580-30.2025.8.27.4732,0,0.00,238.74,241.49
1386049-61.2025.8.03.4793,1,22617.09,15899.70,15940.59
7918964-03.2025.8.16.2420,1,10453.63,4792.44,4808.01
5575992-82.2025.8.25.4232,0,0.00,5653.17,5795.24
6419302-60.2025.8.04.9523,0,0.00,1245.06,1213.28
2200614-14.2025.8.21.0532,0,0.00,2485.03,2474.45
2444933-12.2025.8.11.2976,0,0.00,355.14,353.08
