processo,uf,golpe,contrato,extrato,comprovante,dossie,demonstrativo,laudo,perda,p_perda_validacao
6582206-16.2025.8.11.7486,MT,1,1,1,1,1,1,1,0,0.033271
2289519-73.2025.8.09.2617,GO,1,1,1,1,1,1,1,0,0.059639
6423823-74.2025.8.01.2585,AC,1,1,0,1,0,1,1,0,0.443399
4337272-09.2025.8.06.9044,CE,0,1,1,0,1,1,1,0,0.056432
9274566-32.2025.8.06.4428,CE,1,0,1,0,0,1,1,1,0.768424
2999296-52.2025.8.18.3447,PI,0,1,1,0,0,0,1,0,0.060787
6788214-84.2025.8.15.5884,PB,0,1,1,1,0,1,1,0,0.014521
9181688-35.2025.8.12.2168,MS,1,0,0,0,0,0,1,1,0.989456
9275314-03.2025.8.13.6489,MG,1,0,0,0,0,0,1,1,0.992410
4815951-89.2025.8.22.7843,RO,1,0,1,0,1,0,0,1,0.834949
2931796-06.2025.8.21.2018,RS,0,0,1,1,1,1,1,0,0.357084
3171100-52.2025.8.18.0281,PI,1,1,1,1,1,0,1,0,0.050385
4800349-97.2025.8.04.3818,AM,0,1,1,0,1,0,1,1,0.176198
1601021-15.2025.8.26.6218,SP,1,0,1,0,1,1,1,1,0.783610
3775271-68.2025.8.17.6401,PE,1,1,1,0,1,1,1,0,0.153569
3595124-24.2025.8.01.8914,AC,1,1,1,0,1,1,1,1,0.108965
4390116-76.2025.8.05.0456,BA,1,1,1,0,1,1,1,0,0.159600
4741148-00.2025.8.17.3360,PE,0,0,0,0,1,1,1,1,0.963873
5418274-27.2025.8.04.9582,AM,1,1,1,1,1,1,1,0,0.089105
3346563-29.2025.8.08.3331,ES,1,1,1,1,0,1,1,0,0.052369
7958501-78.2025.8.01.8107,AC,1,1,1,0,1,1,1,0,0.123190
7481059-06.2025.8.20.4977,RN,1,0,1,1,1,1,1,1,0.442872
1622019-42.2025.8.26.4863,SP,0,1,1,1,0,1,1,0,0.016095
4715886-64.2025.8.24.3683,SC,0,0,1,1,1,1,1,0,0.257539
4897050-19.2025.8.25.8573,SE,0,1,1,0,1,0,1,0,0.096597
8381068-48.2025.8.14.5002,PA,0,1,1,1,1,1,0,0,0.015845
2308324-23.2025.8.21.7204,RS,1,0,0,1,0,1,1,1,0.967593
5470065-14.2025.8.05.8227,BA,0,1,1,0,0,1,1,0,0.063572
8317573-81.2025.8.22.0595,RO,1,0,0,1,1,0,1,1,0.962215
8347268-97.2025.8.25.8167,SE,1,1,1,1,1,0,1,0,0.067632
4661694-31.2025.8.02.8760,AL,1,0,0,0,0,0,0,1,0.991981
3156645-76.2025.8.04.9718,AM,1,0,0,0,1,1,1,1,0.993860
2549106-66.2025.8.15.5471,PB,0,1,1,1,1,1,0,0,0.016188
1727422-57.2025.8.10.0240,MA,1,1,1,0,1,1,1,0,0.093397
9929570-80.2025.8.01.2952,AC,0,1,1,0,1,1,1,0,0.048055
1475902-46.2025.8.01.1913,AC,1,0,0,0,1,1,1,1,0.983842
9462222-23.2025.8.07.1674,DF,0,1,1,1,1,1,0,0,0.019536
9577768-54.2025.8.26.5896,SP,1,1,1,0,0,0,1,1,0.199757
9428058-38.2025.8.22.1327,RO,1,1,1,0,1,0,1,0,0.185475
6407453-43.2025.8.02.0532,AL,1,1,1,1,1,1,1,0,0.044291
1198130-67.2025.8.19.8696,RJ,0,1,1,1,1,1,0,0,0.023396
5564652-41.2025.8.14.0074,PA,1,1,1,1,0,1,1,0,0.039523
9361815-50.2025.8.13.1320,MG,0,0,1,1,0,1,0,0,0.282724
5733963-26.2025.8.06.6923,CE,1,1,1,1,0,1,1,0,0.037991
1996788-66.2025.8.10.2009,MA,1,0,0,1,1,0,1,1,0.958091
3031467-28.2025.8.18.5944,PI,1,1,1,1,1,1,1,1,0.032043
8160416-64.2025.8.05.3365,BA,1,1,1,1,1,0,1,0,0.080065
8832488-72.2025.8.15.4390,PB,1,1,1,1,1,1,1,0,0.038950
2454206-36.2025.8.01.5411,AC,1,1,1,0,1,1,0,0,0.116967
3724900-23.2025.8.16.0167,PR,1,0,0,1,1,0,1,1,0.960703
8811246-50.2025.8.13.1058,MG,1,0,1,1,1,1,1,0,0.518851
3513760-86.2025.8.07.1849,DF,1,1,1,0,0,1,0,1,0.173044
7114252-30.2025.8.01.3604,AC,1,0,1,0,1,1,1,1,0.750797
8714000-39.2025.8.08.2422,ES,1,0,0,0,0,1,1,1,0.988046
4737074-92.2025.8.04.3259,AM,0,0,1,1,1,1,1,0,0.441391
3975557-57.2025.8.01.6277,AC,1,1,1,0,1,1,1,0,0.124557
8525709-90.2025.8.27.7032,TO,1,1,0,1,1,1,1,0,0.426104
9995794-32.2025.8.21.5699,RS,0,1,1,1,1,1,1,0,0.024471
6526991-19.2025.8.09.4901,GO,1,0,1,0,0,1,0,1,0.831445
9522352-08.2025.8.03.1258,AP,0,1,1,1,1,1,0,0,0.037811
3583923-81.2025.8.26.4590,SP,1,0,1,0,1,1,1,1,0.784226
8052293-04.2025.8.11.1308,MT,1,0,1,1,1,0,1,1,0.561051
5650400-47.2025.8.11.0516,MT,1,0,1,0,0,1,1,0,0.726465
5585667-12.2025.8.27.9442,TO,1,1,1,0,1,1,1,0,0.113641
3839783-50.2025.8.13.0347,MG,0,1,1,1,0,1,1,0,0.016088
2523600-63.2025.8.05.2564,BA,1,1,1,1,1,1,1,0,0.055535
7295816-73.2025.8.13.8055,MG,0,1,1,1,0,1,1,0,0.017239
4163536-80.2025.8.22.2701,RO,0,1,1,1,0,1,1,0,0.012206
9619394-40.2025.8.03.4932,AP,1,1,0,1,0,0,1,1,0.772248
2918573-02.2025.8.06.8688,CE,1,0,1,0,1,1,1,0,0.780399
8025135-60.2025.8.04.3830,AM,1,1,1,1,1,1,1,0,0.089299
6048836-75.2025.8.05.3227,BA,1,0,1,1,0,1,0,1,0.533889
2650596-33.2025.8.07.4038,DF,0,0,1,0,1,1,1,0,0.612010
8705482-59.2025.8.01.5521,AC,1,0,0,0,1,1,1,1,0.983685
2628638-70.2025.8.25.5133,SE,1,1,1,1,0,1,1,0,0.044891
7401500-21.2025.8.26.0248,SP,1,1,1,0,1,1,1,0,0.138533
4129515-27.2025.8.10.4980,MA,1,1,1,0,1,1,1,0,0.095303
5451013-32.2025.8.10.5694,MA,1,1,1,0,1,1,1,0,0.095591
2650394-98.2025.8.03.6001,AP,0,1,1,1,1,1,1,0,0.037010
1905318-21.2025.8.26.8262,SP,0,0,1,0,1,0,1,0,0.691396
2885106-05.2025.8.11.1554,MT,0,0,0,0,0,0,1,1,0.970571
3458379-65.2025.8.25.5275,SE,1,1,1,1,1,1,1,0,0.046589
1565039-92.2025.8.07.2096,DF,1,0,0,1,1,1,1,1,0.960087
6151491-73.2025.8.22.7479,RO,1,1,1,1,1,1,1,0,0.034329
9202024-01.2025.8.17.8432,PE,0,1,1,1,1,1,1,0,0.018000
4428558-45.2025.8.10.7243,MA,1,0,1,1,1,1,1,1,0.397170
5563184-61.2025.8.12.8684,MS,1,1,1,0,0,1,1,0,0.105986
2137877-62.2025.8.26.8160,SP,1,1,1,0,1,0,1,1,0.224546
7015630-67.2025.8.22.4363,RO,0,1,1,0,1,0,1,0,0.076861
3099306-40.2025.8.24.3007,SC,0,1,1,1,0,1,1,0,0.015027
7718725-59.2025.8.01.9212,AC,0,1,1,1,0,1,1,0,0.013047
4207423-62.2025.8.04.7693,AM,1,1,0,1,1,0,1,1,0.772385
2891874-50.2025.8.02.1212,AL,1,1,1,0,0,1,1,0,0.140711
3586512-59.2025.8.13.6291,MG,0,1,1,1,1,1,1,0,0.017112
1619607-61.2025.8.10.2344,MA,1,1,1,0,1,1,1,0,0.097137
6726114-00.2025.8.13.1382,MG,1,1,1,0,1,1,1,0,0.143045
7767273-94.2025.8.05.0888,BA,1,1,1,1,1,1,1,0,0.050095
1986583-88.2025.8.15.5326,PB,0,1,1,1,1,1,1,0,0.016072
7890106-83.2025.8.07.6515,DF,0,0,1,0,1,0,1,1,0.717097
7268047-99.2025.8.16.3780,PR,1,1,1,1,0,1,1,0,0.034087
9497188-86.2025.8.19.6057,RJ,1,0,0,0,0,0,1,1,0.994309
6533350-63.2025.8.08.7714,ES,1,1,1,1,1,1,1,0,0.055833
3475524-72.2025.8.01.8377,AC,1,1,1,1,1,0,1,0,0.056461
4270914-78.2025.8.27.9862,TO,1,0,0,1,1,0,0,1,0.964187
4977933-62.2025.8.20.7181,RN,1,1,1,0,0,0,1,0,0.167134
7652490-72.2025.8.11.8464,MT,1,0,0,0,1,1,1,1,0.982415
7081598-66.2025.8.02.5341,AL,1,0,0,0,1,1,1,1,0.986306
9447967-65.2025.8.03.0724,AP,1,1,0,1,1,0,0,1,0.783117
9851364-54.2025.8.04.1666,AM,1,0,0,0,1,1,1,1,0.993571
9071675-78.2025.8.26.7341,SP,1,1,1,0,0,0,1,0,0.207956
5616408-87.2025.8.22.2028,RO,1,1,1,1,1,1,1,0,0.036085
9325574-67.2025.8.05.6488,BA,1,0,0,0,0,0,1,1,0.993065
4698799-65.2025.8.01.2735,AC,1,0,1,0,0,1,1,1,0.751377
7313957-34.2025.8.03.1249,AP,1,1,1,1,0,1,0,0,0.098239
1655468-10.2025.8.06.1481,CE,0,1,1,1,0,1,1,0,0.013694
4846698-08.2025.8.02.5854,AL,0,1,1,1,1,1,1,0,0.017540
3237581-63.2025.8.12.9419,MS,1,0,0,1,0,1,0,1,0.939250
4564722-15.2025.8.27.2328,TO,1,1,1,0,1,1,0,0,0.132192
1702501-62.2025.8.16.2991,PR,0,1,1,0,0,1,1,0,0.042218
1772790-68.2025.8.21.8132,RS,0,1,1,1,1,1,1,0,0.023767
8484471-25.2025.8.24.7991,SC,1,0,1,1,0,1,1,1,0.473195
7176624-25.2025.8.20.9708,RN,0,1,1,1,0,1,1,0,0.013369
3547286-51.2025.8.19.3290,RJ,0,0,0,0,0,0,1,1,0.982934
1532562-47.2025.8.14.2563,PA,1,1,1,1,1,1,1,0,0.043664
7264920-06.2025.8.20.2713,RN,0,1,0,0,0,1,0,1,0.475739
2517099-75.2025.8.22.0845,RO,1,1,1,1,0,1,1,0,0.034921
2517302-95.2025.8.06.6015,CE,1,0,1,1,1,1,0,1,0.488417
1487832-15.2025.8.26.2157,SP,1,1,1,1,1,1,1,0,0.044406
4432669-91.2025.8.01.8159,AC,1,0,1,0,1,0,1,1,0.836973
7535729-74.2025.8.17.9055,PE,1,0,1,1,1,1,1,0,0.517578
4094875-13.2025.8.19.2246,RJ,1,0,1,0,1,1,1,1,0.830440
9360294-95.2025.8.13.4051,MG,1,1,1,0,1,1,0,0,0.153119
8734553-66.2025.8.21.4978,RS,1,0,1,1,1,0,1,1,0.718130
4640710-27.2025.8.16.8783,PR,1,0,0,0,1,0,1,1,0.988907
4537551-26.2025.8.22.2882,RO,1,0,1,1,1,1,1,1,0.434902
2021484-91.2025.8.15.2563,PB,1,1,1,1,1,1,0,0,0.042329
9692602-93.2025.8.10.5270,MA,1,1,1,1,1,1,1,0,0.028908
3047405-53.2025.8.07.6594,DF,0,1,0,0,1,1,1,0,0.579606
2201026-69.2025.8.03.1902,AP,1,1,1,1,1,1,1,0,0.094133
3129812-35.2025.8.17.1405,PE,1,0,1,1,1,0,1,0,0.644981
1894421-28.2025.8.16.6914,PR,1,1,1,1,0,1,1,0,0.031406
3525892-50.2025.8.18.6165,PI,1,1,1,0,1,1,1,1,0.098586
4591679-76.2025.8.27.2706,TO,0,0,1,1,1,0,0,0,0.355493
3273711-10.2025.8.21.3395,RS,0,1,0,1,1,1,1,1,0.329098
2018689-34.2025.8.19.4137,RJ,0,1,1,1,0,1,1,0,0.022555
7286391-64.2025.8.21.8925,RS,1,1,1,1,1,1,1,0,0.064982
7700769-50.2025.8.27.7859,TO,1,1,1,1,1,1,1,0,0.038309
2942514-56.2025.8.20.3182,RN,0,1,1,1,0,0,1,0,0.022431
1247221-14.2025.8.10.1199,MA,1,1,1,1,1,1,1,0,0.029568
1812539-75.2025.8.09.8974,GO,0,0,1,1,0,1,1,1,0.302193
5995399-15.2025.8.22.4515,RO,1,0,1,0,1,1,1,1,0.730469
5306240-38.2025.8.10.5547,MA,0,1,1,0,1,1,1,0,0.036445
9942303-31.2025.8.25.0776,SE,0,1,1,0,0,1,1,0,0.052955
1427084-54.2025.8.07.4900,DF,1,0,0,1,1,0,1,1,0.976038
7458622-34.2025.8.09.9260,GO,0,1,1,0,1,1,1,0,0.076101
4058683-38.2025.8.27.9967,TO,1,0,0,1,1,1,1,1,0.940647
8336527-45.2025.8.27.6158,TO,1,1,1,0,1,1,1,0,0.125868
1852682-82.2025.8.15.8652,PB,1,1,1,1,1,1,0,0,0.042596
2334069-24.2025.8.06.4490,CE,0,0,1,0,1,1,1,0,0.554651
2618032-24.2025.8.09.8346,GO,1,1,0,1,0,0,1,1,0.692877
6993884-91.2025.8.02.0967,AL,1,1,1,1,1,1,1,0,0.046050
8766563-22.2025.8.21.6627,RS,1,1,1,1,0,1,0,0,0.064706
6786714-83.2025.8.10.2752,MA,0,1,1,1,0,1,1,0,0.010648
1131146-02.2025.8.07.7847,DF,1,0,1,0,0,0,1,1,0.870637
1496814-20.2025.8.21.8317,RS,1,1,1,0,0,1,1,0,0.193282
8599302-58.2025.8.15.9207,PB,0,0,0,0,1,1,1,1,0.959212
1182379-70.2025.8.15.6649,PB,1,1,1,1,0,1,1,0,0.039134
4426447-66.2025.8.04.3322,AM,0,1,1,0,1,0,1,1,0.166827
3848775-04.2025.8.26.0876,SP,1,1,1,0,1,1,0,0,0.144197
4200095-85.2025.8.13.2646,MG,1,1,1,1,1,1,1,0,0.046774
5368792-55.2025.8.21.5401,RS,1,1,1,1,1,1,1,0,0.066010
8359287-48.2025.8.19.6645,RJ,0,0,0,1,0,1,1,1,0.907458
4593799-35.2025.8.24.1573,SC,1,1,1,1,1,1,1,0,0.041816
9598680-75.2025.8.06.6089,CE,1,1,1,0,1,1,1,1,0.139199
9656684-81.2025.8.24.4811,SC,1,1,1,0,1,1,1,0,0.133523
9404462-08.2025.8.10.7984,MA,1,0,1,1,1,1,1,1,0.391899
6679168-05.2025.8.08.1089,ES,1,1,1,1,1,1,1,0,0.057881
2402541-71.2025.8.09.2229,GO,0,1,1,0,1,1,1,0,0.081928
3822566-94.2025.8.08.0264,ES,1,0,0,1,0,0,1,1,0.976429
9090566-38.2025.8.14.7714,PA,0,1,1,1,1,0,1,0,0.025620
3204709-51.2025.8.04.5563,AM,1,1,1,0,0,1,0,0,0.258698
6795782-50.2025.8.15.1519,PB,1,1,1,0,1,1,0,0,0.138091
6524491-87.2025.8.02.1135,AL,1,1,1,0,1,1,1,0,0.142505
3043471-00.2025.8.10.5034,MA,1,0,1,1,1,1,0,1,0.403546
2779203-45.2025.8.13.6505,MG,1,1,1,1,1,1,1,0,0.046016
8402198-13.2025.8.10.5114,MA,1,1,1,1,0,0,0,0,0.047819
3512500-70.2025.8.16.7090,PR,1,0,1,1,1,1,0,1,0.414780
4111015-16.2025.8.19.5169,RJ,1,1,1,1,0,0,1,0,0.099570
9077606-36.2025.8.25.3287,SE,1,1,1,1,1,1,1,0,0.041629
7941310-35.2025.8.02.2845,AL,0,1,1,1,1,1,1,0,0.017448
3271314-35.2025.8.17.2237,PE,1,1,1,1,1,1,1,0,0.047793
9185975-32.2025.8.10.9732,MA,0,0,1,0,1,1,1,1,0.453738
2837473-82.2025.8.10.7283,MA,1,1,1,1,1,1,1,0,0.029596
7687752-23.2025.8.06.4461,CE,1,0,0,1,0,1,1,1,0.947887
3370282-11.2025.8.08.4576,ES,1,0,0,0,1,1,1,1,0.988855
4995265-83.2025.8.01.0212,AC,0,0,1,1,1,1,1,1,0.229762
3327009-41.2025.8.01.9799,AC,0,1,1,1,1,1,1,0,0.013972
6385248-64.2025.8.04.5283,AM,1,0,1,0,1,1,1,1,0.885843
9974933-86.2025.8.15.5898,PB,0,1,1,0,1,1,0,0,0.055940
2801349-20.2025.8.16.4666,PR,1,1,1,1,1,1,1,0,0.034440
9285063-99.2025.8.17.5890,PE,1,1,0,0,0,1,1,1,0.761248
1770498-06.2025.8.18.1842,PI,1,1,1,1,0,1,1,0,0.028518
3967485-49.2025.8.18.4706,PI,1,0,1,0,1,0,1,1,0.808295
9161277-71.2025.8.14.8523,PA,1,1,0,0,1,1,1,0,0.733006
2499218-30.2025.8.03.4110,AP,1,0,0,0,0,1,1,1,0.994005
1017067-30.2025.8.26.8955,SP,1,1,1,1,1,1,0,0,0.045236
6325400-69.2025.8.27.0320,TO,1,0,1,0,1,1,1,1,0.738055
5562928-33.2025.8.19.2138,RJ,1,1,0,1,1,1,1,1,0.566819
1206722-17.2025.8.22.1730,RO,1,1,1,1,1,1,0,0,0.035981
9932151-07.2025.8.06.7014,CE,1,1,1,1,1,1,0,0,0.043563
6877313-34.2025.8.19.4648,RJ,1,0,1,0,1,1,1,1,0.825957
1282538-63.2025.8.24.3361,SC,1,1,1,0,1,1,0,0,0.140529
4243639-48.2025.8.19.2951,RJ,0,0,0,1,1,0,1,1,0.945119
6284440-15.2025.8.20.0373,RN,1,1,1,0,0,1,1,1,0.109678
7593240-16.2025.8.26.2067,SP,1,0,1,0,1,1,1,1,0.783610
5070588-44.2025.8.25.2371,SE,1,1,0,0,0,1,1,1,0.759258
2242851-36.2025.8.05.2843,BA,1,0,0,1,1,1,0,1,0.964851
8046660-54.2025.8.22.4978,RO,1,1,0,0,0,0,1,1,0.799957
6769531-31.2025.8.05.8847,BA,1,0,0,0,1,1,1,1,0.988458
9137207-33.2025.8.09.8067,GO,1,1,1,0,1,1,1,0,0.186497
2031049-68.2025.8.17.5683,PE,1,1,1,1,0,0,1,0,0.074857
9688419-47.2025.8.16.7347,PR,0,0,1,1,1,1,0,0,0.218013
6142195-81.2025.8.04.6805,AM,0,1,1,1,1,0,1,0,0.056871
6789971-38.2025.8.08.8426,ES,0,0,1,0,1,1,1,1,0.613499
3521762-93.2025.8.18.0385,PI,1,1,1,0,0,1,1,0,0.099126
3637312-17.2025.8.20.1732,RN,1,1,1,1,1,0,0,0,0.060116
9734396-49.2025.8.21.1444,RS,0,1,1,1,1,1,1,0,0.024388
3689713-79.2025.8.04.8658,AM,1,1,1,1,1,1,0,1,0.088875
8601349-66.2025.8.12.1567,MS,1,1,1,1,1,1,1,0,0.032999
5082700-20.2025.8.05.2701,BA,1,0,1,1,0,1,1,1,0.528345
6395159-11.2025.8.16.9434,PR,1,1,1,1,0,1,1,0,0.034087
2345718-45.2025.8.16.4294,PR,1,1,1,0,1,1,1,0,0.113683
2274580-13.2025.8.15.3495,PB,1,1,1,1,1,1,1,0,0.038950
3741650-45.2025.8.05.5617,BA,1,0,1,1,1,1,1,0,0.552774
1767783-71.2025.8.14.8088,PA,1,1,1,1,1,1,1,0,0.040171
3219837-72.2025.8.02.4365,AL,1,1,0,1,0,1,1,0,0.493233
3883118-31.2025.8.09.3591,GO,1,1,1,1,1,1,1,0,0.059639
4505872-76.2025.8.07.5927,DF,0,0,0,1,1,0,1,1,0.932861
9820802-92.2025.8.24.2435,SC,1,1,0,1,1,1,0,1,0.454143
8818697-08.2025.8.18.7826,PI,1,0,1,1,1,0,1,1,0.528133
7636675-63.2025.8.13.2467,MG,1,1,1,1,1,1,1,0,0.046016
2033596-69.2025.8.04.8808,AM,0,1,1,1,1,1,0,0,0.034239
7880153-38.2025.8.15.1261,PB,1,0,1,1,1,1,1,1,0.477492
5042025-68.2025.8.09.0027,GO,0,1,1,1,1,1,0,0,0.022268
6024965-36.2025.8.24.4279,SC,1,1,1,0,1,1,1,0,0.131209
9208715-98.2025.8.25.1961,SE,1,0,0,1,0,1,0,1,0.951644
7154121-67.2025.8.13.6793,MG,1,0,1,1,1,1,1,0,0.507778
7124308-84.2025.8.11.3159,MT,1,1,1,0,0,1,1,0,0.113839
7628962-86.2025.8.18.6931,PI,0,1,1,1,1,1,1,0,0.011504
5987084-83.2025.8.03.6221,AP,0,1,1,1,0,1,0,0,0.036886
9014807-08.2025.8.04.4252,AM,1,1,0,0,1,1,1,1,0.874482
5750521-92.2025.8.19.0473,RJ,0,1,0,0,1,1,1,1,0.629627
6919840-28.2025.8.08.2068,ES,0,1,1,1,0,1,1,0,0.020934
9344286-92.2025.8.05.1973,BA,0,1,1,1,0,1,0,0,0.018611
6373871-27.2025.8.22.6945,RO,1,1,1,1,1,1,1,0,0.034329
3480852-26.2025.8.24.4876,SC,1,1,1,1,0,0,1,0,0.065866
6888829-01.2025.8.01.6752,AC,1,1,1,0,1,0,1,0,0.171555
9302189-31.2025.8.10.9163,MA,0,0,0,1,1,0,1,1,0.886905
5954831-71.2025.8.13.5387,MG,1,1,1,1,1,1,1,0,0.046774
4379800-64.2025.8.13.1551,MG,1,1,1,1,0,1,1,0,0.045281
4546047-78.2025.8.18.0094,PI,0,0,1,1,0,0,0,0,0.296720
2254208-30.2025.8.03.8963,AP,0,1,1,1,0,1,1,0,0.038977
7001606-41.2025.8.19.7531,RJ,0,0,1,0,1,0,1,1,0.735673
2267987-62.2025.8.13.1667,MG,1,1,1,1,1,1,1,0,0.046774
2723603-62.2025.8.27.1508,TO,1,1,1,0,0,1,1,0,0.123087
2027382-12.2025.8.27.9830,TO,1,1,1,0,0,1,1,0,0.114668
8937975-21.2025.8.06.6520,CE,0,1,1,1,1,0,1,0,0.025117
3275123-79.2025.8.25.1841,SE,1,1,1,0,1,1,1,0,0.147819
6235430-60.2025.8.18.1644,PI,0,1,0,1,0,1,1,0,0.175623
3433799-09.2025.8.08.0352,ES,1,1,1,1,1,1,1,0,0.055833
4013571-34.2025.8.24.5941,SC,1,1,1,0,1,1,1,0,0.133523
5189840-65.2025.8.01.6721,AC,1,1,1,1,1,0,1,0,0.063004
1982631-53.2025.8.26.2030,SP,1,1,1,1,1,1,1,0,0.043757
5360015-60.2025.8.06.4280,CE,1,1,1,1,0,0,1,0,0.069238
1729752-53.2025.8.03.9182,AP,0,0,1,0,0,0,0,1,0.834524
1336073-18.2025.8.22.0960,RO,1,1,1,1,1,1,1,0,0.034079
7878652-56.2025.8.09.4357,GO,1,0,1,1,0,0,0,1,0.704361
7245634-84.2025.8.14.0590,PA,1,1,1,1,1,1,0,0,0.039685
3392749-95.2025.8.18.8738,PI,0,1,1,1,0,0,1,0,0.017675
8519944-80.2025.8.01.6680,AC,1,1,1,0,0,0,1,1,0.185735
9350518-16.2025.8.07.3116,DF,1,1,1,0,1,1,0,0,0.170038
4185546-22.2025.8.02.2634,AL,0,0,1,0,0,1,1,0,0.554529
7122446-67.2025.8.25.3475,SE,1,0,1,1,1,0,1,1,0.645061
3584658-80.2025.8.22.2551,RO,1,0,1,0,1,1,1,1,0.727021
1995534-45.2025.8.20.2797,RN,1,0,0,0,1,0,1,1,0.989934
5525884-06.2025.8.13.3514,MG,1,1,1,1,0,0,1,0,0.072661
8216853-66.2025.8.12.3776,MS,1,1,1,0,1,1,1,0,0.112865
7188164-34.2025.8.05.1107,BA,1,1,0,1,0,1,1,1,0.530238
3269153-75.2025.8.13.8884,MG,1,1,1,0,1,1,1,0,0.148414
3112412-51.2025.8.26.8083,SP,1,0,1,1,1,1,0,0,0.506047
9926605-31.2025.8.18.8929,PI,1,0,0,1,0,0,0,1,0.958066
4655530-65.2025.8.02.6238,AL,1,1,1,0,1,1,0,0,0.154748
3301124-93.2025.8.12.3060,MS,0,1,1,1,1,1,1,0,0.012662
2533573-27.2025.8.05.0101,BA,1,1,1,1,1,1,1,0,0.051133
7066476-36.2025.8.21.7232,RS,0,1,1,1,1,0,1,0,0.039066
9056519-92.2025.8.08.5867,ES,1,1,1,0,1,1,1,0,0.169049
1570514-10.2025.8.16.6127,PR,1,1,1,1,1,1,1,0,0.034268
4462147-64.2025.8.14.6329,PA,0,1,1,1,1,1,1,0,0.014789
1809786-26.2025.8.07.8095,DF,1,1,0,1,1,0,1,1,0.652958
6457232-85.2025.8.26.5599,SP,1,1,1,1,1,0,1,0,0.070443
2293624-15.2025.8.21.0390,RS,0,1,1,1,1,1,0,0,0.026452
4582066-55.2025.8.19.0730,RJ,0,1,1,0,1,0,1,1,0.114035
8899425-44.2025.8.11.8755,MT,0,1,1,1,0,1,1,0,0.012000
2932339-02.2025.8.26.6993,SP,1,1,1,1,0,1,1,0,0.042356
1816204-13.2025.8.02.4861,AL,1,1,1,1,1,1,1,0,0.047358
6452746-91.2025.8.07.0929,DF,1,1,1,0,1,1,0,1,0.167521
5574190-74.2025.8.25.6269,SE,1,1,0,1,1,1,1,0,0.497152
6050218-05.2025.8.02.9379,AL,1,0,1,1,1,1,1,1,0.501391
7715319-14.2025.8.16.4992,PR,1,1,1,1,0,1,1,0,0.032202
6851574-76.2025.8.02.7763,AL,1,0,0,0,1,0,0,1,0.992705
5149238-08.2025.8.04.6600,AM,0,0,0,1,0,1,1,1,0.930821
1098779-70.2025.8.09.4654,GO,0,0,1,0,1,1,1,1,0.643250
4568656-45.2025.8.17.2315,PE,0,0,1,0,0,0,1,1,0.699145
8923852-61.2025.8.05.9405,BA,1,1,1,0,1,1,1,1,0.169078
2035499-87.2025.8.01.1491,AC,1,0,1,1,1,1,1,1,0.433437
3590794-94.2025.8.02.2942,AL,1,0,0,1,1,1,1,1,0.956765
9578360-08.2025.8.08.5844,ES,1,0,0,0,1,1,1,1,0.989205
1956858-89.2025.8.22.9659,RO,1,1,1,0,0,1,1,0,0.110571
4711274-76.2025.8.12.1054,MS,1,1,0,0,0,1,1,0,0.702402
3386212-73.2025.8.10.3656,MA,1,1,1,1,1,1,0,0,0.031237
5759047-80.2025.8.16.8219,PR,1,1,1,0,1,0,1,1,0.173623
5979843-18.2025.8.21.3719,RS,1,1,1,1,0,0,1,0,0.102932
5273388-79.2025.8.09.1063,GO,1,0,0,1,0,1,1,1,0.964429
6718270-64.2025.8.09.8610,GO,1,1,1,1,1,1,1,0,0.061245
1999256-58.2025.8.06.8771,CE,1,0,1,1,1,1,1,1,0.484990
1747241-92.2025.8.02.7498,AL,1,0,0,0,0,0,1,1,0.992498
9102454-22.2025.8.24.2982,SC,1,1,1,1,1,1,1,0,0.040931
2924656-94.2025.8.24.1913,SC,0,0,0,1,1,0,1,1,0.917279
8314922-09.2025.8.09.3121,GO,1,0,0,1,0,1,1,1,0.964700
4113821-63.2025.8.22.1739,RO,1,0,0,1,1,0,0,1,0.964209
2256973-99.2025.8.09.7427,GO,1,1,1,1,1,1,1,0,0.059639
5185934-18.2025.8.04.2031,AM,1,0,1,0,1,1,1,1,0.883393
4481132-44.2025.8.11.4028,MT,1,0,1,1,1,0,1,1,0.557615
4078250-96.2025.8.04.1121,AM,1,0,1,1,1,1,1,0,0.683030
4324247-14.2025.8.15.6570,PB,1,0,1,1,1,0,1,1,0.626308
9788263-39.2025.8.16.5123,PR,1,1,1,1,0,0,0,0,0.052132
4507842-76.2025.8.05.5355,BA,0,1,1,0,1,1,1,0,0.068421
1305329-25.2025.8.18.6177,PI,0,1,1,1,0,1,1,0,0.010740
1897934-06.2025.8.20.5559,RN,1,1,1,1,1,0,1,0,0.055805
3376813-17.2025.8.03.6082,AP,0,1,1,1,1,1,1,0,0.035809
4642793-32.2025.8.06.7564,CE,1,1,1,0,0,1,1,0,0.135172
2939099-93.2025.8.08.3078,ES,1,1,0,1,0,1,0,1,0.530852
4527732-52.2025.8.18.7307,PI,1,1,1,1,0,1,1,0,0.029481
2097589-23.2025.8.11.4081,MT,1,1,1,0,0,1,1,0,0.109267
2405465-87.2025.8.10.1748,MA,0,1,1,0,0,1,1,0,0.037525
1700130-77.2025.8.06.8898,CE,1,1,1,1,1,0,1,0,0.069758
8492400-31.2025.8.17.6618,PE,0,1,1,1,0,1,1,0,0.017276
1414173-85.2025.8.22.8264,RO,0,1,1,1,1,1,1,0,0.012325
